n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,40,5.0,eom,10,42,39,0.10566337532629667,0.10566337532629667,9,0.68933507234631,0.9555555555555556,0.8881449783350214,0.942053877991733
10,40,5.0,eom,15,42,39,0.10566337532629667,0.10566337532629667,14,0.6019554993595342,0.95,0.8551029626297579,0.9700197964305078
10,40,5.0,eom,20,42,39,0.10566337532629667,0.10566337532629667,19,0.5836298255100866,0.9289473684210526,0.7912366048624916,0.9790379480559747
10,40,5.0,eom,25,42,39,0.10566337532629667,0.10566337532629667,24,0.5906806512850369,0.9083333333333333,0.7421536562369235,0.9835912453774913
10,40,5.0,eom,30,42,39,0.10566337532629667,0.10566337532629667,29,0.6091533996944583,0.8741379310344828,0.6900288687370978,0.9861888467704107
10,40,15.0,leaf,10,42,59,0.3671546929973896,0.3671546929973896,9,0.6592321503444367,0.9722222222222222,0.8987720718294345,0.9667713408390668
10,40,15.0,leaf,15,42,59,0.3671546929973896,0.3671546929973896,14,0.6389875681436028,0.9464285714285714,0.8648022627374753,0.9812658513248925
10,40,15.0,leaf,20,42,59,0.3671546929973896,0.3671546929973896,19,0.5972627614942215,0.9131578947368421,0.7971900446916413,0.986360744357885
10,40,15.0,leaf,25,42,59,0.3671546929973896,0.3671546929973896,24,0.6311644055767124,0.8979166666666667,0.7576617172791783,0.9891927945088241
10,40,15.0,leaf,30,42,59,0.3671546929973896,0.3671546929973896,29,0.6539039312636267,0.8620689655172413,0.7059427245131922,0.9906078198528631
10,40,15.0,eom,10,42,35,0.11701282487799342,0.11701282487799342,9,0.6487783640018188,0.9722222222222222,0.9082904507375493,0.9428311650767268
10,40,15.0,eom,15,42,35,0.11701282487799342,0.11701282487799342,14,0.6582715458688175,0.9321428571428572,0.8281336172510328,0.9681130197363422
10,40,15.0,eom,20,42,35,0.11701282487799342,0.11701282487799342,19,0.624138485058506,0.9157894736842105,0.7784243955108369,0.9793749045616363
10,40,15.0,eom,25,42,35,0.11701282487799342,0.11701282487799342,24,0.6379479822189235,0.9104166666666667,0.7489740992246864,0.9837765152501676
10,40,15.0,eom,30,42,35,0.11701282487799342,0.11701282487799342,29,0.6220458217241768,0.8793103448275862,0.6894468341723974,0.9862156440351584
15,8,,leaf,10,42,198,0.43808875269549424,0.43808875269549424,9,0.5624138874823628,0.95,0.8795022388207305,0.9677569437022405
15,8,,leaf,15,42,198,0.43808875269549424,0.43808875269549424,14,0.5277495268606305,0.9285714285714286,0.8308910186948717,0.9827204755965135
15,8,,leaf,20,42,198,0.43808875269549424,0.43808875269549424,19,0.5768853126633884,0.9157894736842105,0.7907542915366967,0.9870943892171774
15,8,,leaf,25,42,198,0.43808875269549424,0.43808875269549424,24,0.6352846282904457,0.8979166666666667,0.7806130966571608,0.9898551750582003
15,8,,leaf,30,42,198,0.43808875269549424,0.43808875269549424,29,0.6193306417986173,0.903448275862069,0.7662422300076259,0.9915859240411883
15,8,,eom,10,42,160,0.2885030076041312,0.2885030076041312,9,0.49321974974742705,0.9277777777777778,0.8826652985129226,0.9662543205565901
15,8,,eom,15,42,160,0.2885030076041312,0.2885030076041312,14,0.5119860967064981,0.9285714285714286,0.8514653953680345,0.9780238685489345
15,8,,eom,20,42,160,0.2885030076041312,0.2885030076041312,19,0.636865944762894,0.9,0.7921052437789402,0.9840574885971831
15,8,,eom,25,42,160,0.2885030076041312,0.2885030076041312,24,0.6352758417770662,0.8916666666666667,0.7680923343819215,0.9870649235821173
15,8,,eom,30,42,160,0.2885030076041312,0.2885030076041312,29,0.6673600433733816,0.8896551724137931,0.7600710241251227,0.9891752351508923
